ProductSN:3421198001
Date&Time,,Voltage(V),,,,,UTHD(%),,,,Current(A),,,,,ITHD(%),,,,Frequency(Hz),,,,Power Factor,,,,Active Power(W),,,,Reactive Power(Var),,,,Apparent Power(Va),,,,Active Energy(Wh),,,,Reactive Energy(Varh),,,,Apparent Energy(Vah),,,,Current Demand(A),,,,Current Peak Demand(A)&Date,,,,,,,,Total Active Power Deamnd(W),Total Active Power Peak Deamnd(W)&Date,,Total Reactive Power Deamnd(Var),Total Reactive Power Peak Deamnd(Var)&Date,,Total Apparent Power Deamnd(Va),Total Apparent Power Peak Deamnd(Va)&Date,,
Date,Time,UA,UB,UC,UAvg,UN,UTHDA,UTHDB,UTHDC,UTHDAvg,IA,IB,IC,IAvg,IN,ITHDA,ITHDB,ITHDC,ITHDAvg,FA,FB,FC,FAvg,PFA,PFB,PFC,PFTotal,PA,PB,PC,PSum,QA,QB,QC,QSum,SA,SB,SC,SSum,EPA,EPB,EPC,EPSum,EQA,EQB,EQC,EQSum,ESA,ESB,ESC,ESSum,DmIA,DmIB,DmIC,DmIAVG,PDmIA,PDmIA_D/T,PDmIB,PDmIB_D/T,PDmIC,PDmIC_D/T,PDmIAVG,PDmIAVG_D/T,DmP,PDmP,PDmP_D/T,DmQ,PDmQ,PDmQ_D/T,DmS,PDmS,PDmS_D/T,
2022-04-03,00:00:00,130.17,131.56,127.75,129.83,0.00,2.483,2.852,2.801,2.712,56.18,66.32,67.09,63.20,2.75,4.892,5.027,4.517,4.812,60.02,60.01,60.01,60.01,-0.987,-0.949,-0.986,-0.972,-7220.63,-8253.87,-8447.35,-23921.86,1085.20,2662.86,1419.69,5167.74,7314.37,8717.09,8572.69,24604.15,1281,0,1308,2589,889119,1193041,1136702,3218862,2511422,2595424,2674349,7781195,55.00,68.41,64.47,62.63,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23139.72,0.00,2000-00-00 00:00:00,6536.02,44847.04,2022-03-28 18:55:52,24299.96,91039.47,2022-03-28 18:55:52,
2022-04-03,00:01:00,129.95,131.01,127.23,129.40,0.00,2.489,2.777,2.862,2.709,54.92,66.34,68.00,63.09,2.73,4.321,4.442,3.959,4.241,60.03,60.02,60.02,60.02,-0.987,-0.944,-0.986,-0.970,-7052.66,-8191.89,-8496.09,-23740.63,1048.37,2807.48,1328.02,5183.87,7137.78,8688.79,8643.62,24470.18,1281,0,1308,2589,889137,1193088,1136725,3218950,2511542,2595570,2674493,7781605,55.40,68.76,64.86,63.01,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23328.87,0.00,2000-00-00 00:00:00,6470.85,44847.04,2022-03-28 18:55:52,24457.54,91039.47,2022-03-28 18:55:52,
2022-04-03,00:02:00,129.21,130.73,126.48,128.81,0.00,2.516,2.625,2.564,2.568,55.90,64.66,67.57,62.71,2.78,5.228,5.805,4.734,5.256,59.96,59.95,59.96,59.96,-0.988,-0.944,-0.982,-0.971,-7132.08,-7973.98,-8407.20,-23513.25,961.49,2747.65,1565.76,5274.90,7221.65,8452.63,8551.08,24225.36,1281,0,1308,2589,889154,1193134,1136750,3219038,2511663,2595712,2674636,7782011,55.01,66.97,65.24,62.41,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23256.69,0.00,2000-00-00 00:00:00,5992.04,44847.04,2022-03-28 18:55:52,24224.98,91039.47,2022-03-28 18:55:52,
2022-04-03,00:03:00,129.15,130.39,126.81,128.78,0.00,2.616,2.874,2.910,2.800,54.72,66.63,68.00,63.12,2.75,4.147,4.354,4.008,4.169,59.99,59.99,59.99,59.99,-0.986,-0.942,-0.984,-0.971,-6972.80,-8188.86,-8507.43,-23669.09,1109.52,2895.35,1358.37,5363.23,7067.59,8691.78,8623.89,24383.26,1281,0,1308,2589,889170,1193181,1136774,3219125,2511781,2595854,2674779,7782414,54.78,66.06,65.45,62.10,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23213.38,0.00,2000-00-00 00:00:00,5754.82,44847.04,2022-03-28 18:55:52,24102.12,91039.47,2022-03-28 18:55:52,
2022-04-03,00:04:00,129.92,130.90,127.29,129.37,0.00,2.509,2.742,2.916,2.722,54.59,66.74,68.42,63.25,2.74,4.111,4.797,3.952,4.286,59.99,59.99,59.99,59.99,-0.988,-0.940,-0.987,-0.970,-7016.91,-8232.70,-8556.23,-23805.84,1057.03,2867.14,1290.21,5214.37,7093.68,8736.41,8699.85,24529.94,1281,0,1308,2589,889188,1193227,1136796,3219211,2511900,2595998,2674922,7782820,54.24,64.33,65.92,61.49,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23129.47,0.00,2000-00-00 00:00:00,5270.06,44847.04,2022-03-28 18:55:52,23858.58,91039.47,2022-03-28 18:55:52,
2022-04-03,00:05:00,129.32,130.36,127.31,129.00,0.00,2.434,2.827,2.900,2.720,53.97,65.08,67.97,62.34,2.90,4.354,5.082,4.571,4.669,59.98,59.98,59.98,59.98,-0.985,-0.944,-0.988,-0.973,-6863.96,-8037.73,-8563.64,-23465.33,1089.42,2767.42,1212.67,5069.51,6978.08,8491.57,8655.55,24125.20,1281,0,1308,2589,889205,1193274,1136818,3219297,2512017,2596142,2675067,7783226,54.51,64.50,66.58,61.86,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23294.94,0.00,2000-00-00 00:00:00,5208.32,44847.04,2022-03-28 18:55:52,23998.26,91039.47,2022-03-28 18:55:52,
2022-04-03,00:06:00,129.47,130.32,126.96,128.91,0.00,2.602,2.855,2.942,2.800,54.18,64.36,68.50,62.34,2.71,4.758,5.633,4.465,4.952,59.98,59.99,59.99,59.99,-0.987,-0.940,-0.988,-0.970,-6917.00,-7882.91,-8564.45,-23364.35,1015.52,2800.85,1336.45,5152.82,7013.09,8386.36,8693.71,24093.15,1281,0,1308,2589,889222,1193320,1136840,3219382,2512134,2596282,2675212,7783628,54.99,64.89,67.27,62.39,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23486.81,0.00,2000-00-00 00:00:00,5233.00,44847.04,2022-03-28 18:55:52,24192.99,91039.47,2022-03-28 18:55:52,
2022-04-03,00:07:00,129.87,130.75,126.96,129.19,0.00,2.554,2.642,2.898,2.698,54.14,63.94,69.42,62.50,2.88,4.165,5.680,4.898,4.914,60.01,60.01,60.00,60.01,-0.990,-0.939,-0.986,-0.970,-6940.26,-7860.18,-8690.80,-23491.25,891.72,2879.35,1334.05,5105.12,7028.78,8367.01,8812.22,24208.02,1281,0,1308,2589,889239,1193366,1136862,3219467,2512251,2596422,2675356,7784029,55.25,65.09,67.60,62.65,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23584.08,0.00,2000-00-00 00:00:00,5245.88,44847.04,2022-03-28 18:55:52,24291.39,91039.47,2022-03-28 18:55:52,
2022-04-03,00:08:00,129.64,130.60,126.49,128.91,0.00,2.618,2.582,2.859,2.686,54.54,64.67,68.49,62.57,2.63,3.978,4.544,3.731,4.085,60.00,60.00,60.00,60.00,-0.990,-0.940,-0.985,-0.970,-7022.33,-7925.54,-8501.32,-23449.19,935.86,2764.75,1443.74,5144.34,7072.98,8438.39,8656.68,24168.05,1281,0,1308,2589,889254,1193413,1136886,3219553,2512369,2596563,2675501,7784433,55.27,65.18,67.88,62.78,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23638.65,0.00,2000-00-00 00:00:00,5220.74,44847.04,2022-03-28 18:55:52,24341.90,91039.47,2022-03-28 18:55:52,
2022-04-03,00:09:00,130.10,130.66,126.41,129.06,0.00,2.568,2.537,2.880,2.662,53.97,68.35,67.83,63.38,2.93,4.116,5.435,4.397,4.649,59.98,59.97,59.98,59.98,-0.992,-0.920,-0.985,-0.964,-6980.43,-8192.06,-8461.28,-23633.77,832.99,3441.91,1396.50,5671.40,7023.78,8925.56,8576.96,24526.29,1281,0,1308,2589,889268,1193468,1136910,3219646,2512487,2596710,2675646,7784843,55.11,65.44,68.02,62.86,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23657.29,0.00,2000-00-00 00:00:00,5228.16,44847.04,2022-03-28 18:55:52,24369.51,91039.47,2022-03-28 18:55:52,
2022-04-03,00:10:00,130.40,131.06,126.81,129.42,0.00,2.707,2.663,2.918,2.763,54.23,68.39,67.43,63.35,2.89,4.549,5.334,4.508,4.797,59.99,60.00,60.00,60.00,-0.991,-0.924,-0.986,-0.964,-7016.90,-8260.89,-8417.04,-23694.82,853.09,3351.51,1354.97,5559.57,7072.78,8956.78,8548.91,24578.46,1281,0,1308,2589,889282,1193525,1136932,3219739,2512604,2596860,2675788,7785252,54.91,65.81,68.03,62.92,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23649.42,0.00,2000-00-00 00:00:00,5263.51,44847.04,2022-03-28 18:55:52,24379.66,91039.47,2022-03-28 18:55:52,
2022-04-03,00:11:00,130.33,131.00,127.16,129.50,0.00,2.619,2.773,2.964,2.785,53.98,69.18,67.06,63.41,3.00,4.609,5.036,4.107,4.584,60.03,60.02,60.02,60.03,-0.989,-0.926,-0.988,-0.965,-6974.56,-8382.74,-8401.28,-23758.57,939.74,3316.38,1248.64,5504.76,7036.18,9056.93,8523.22,24616.33,1281,0,1308,2589,889298,1193582,1136953,3219833,2512722,2597011,2675931,7785664,54.77,66.05,68.03,62.95,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23647.63,0.00,2000-00-00 00:00:00,5285.29,44847.04,2022-03-28 18:55:52,24387.63,91039.47,2022-03-28 18:55:52,
2022-04-03,00:12:00,130.90,132.00,127.80,130.23,0.00,2.822,2.864,2.940,2.875,54.82,64.54,69.41,62.92,2.73,4.880,6.194,4.826,5.300,60.03,60.03,60.03,60.03,-0.991,-0.938,-0.987,-0.970,-7099.63,-8001.25,-8729.49,-23830.37,837.65,2891.03,1335.85,5064.52,7175.35,8521.64,8864.22,24561.22,1281,0,1308,2589,889313,1193629,1136973,3219915,2512839,2597155,2676076,7786070,54.55,66.17,67.99,62.90,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23621.09,0.00,2000-00-00 00:00:00,5277.37,44847.04,2022-03-28 18:55:52,24365.80,91039.47,2022-03-28 18:55:52,
2022-04-03,00:13:00,130.49,132.12,127.84,130.15,0.00,2.783,2.916,2.763,2.821,55.55,68.61,67.54,63.90,2.79,4.615,4.985,4.826,4.809,59.99,60.00,59.99,59.99,-0.989,-0.930,-0.985,-0.966,-7156.85,-8454.37,-8489.36,-24100.57,1001.67,3267.17,1353.92,5622.75,7247.46,9068.00,8630.62,24946.08,1281,0,1308,2589,889328,1193685,1136997,3220010,2512960,2597304,2676223,7786487,54.49,66.25,68.14,62.96,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23641.41,0.00,2000-00-00 00:00:00,5297.44,44847.04,2022-03-28 18:55:52,24397.82,91039.47,2022-03-28 18:55:52,
2022-04-03,00:14:00,130.90,132.43,127.64,130.32,0.00,2.872,2.790,2.768,2.810,56.17,63.83,69.29,63.10,2.82,5.335,5.804,4.831,5.323,59.98,59.99,59.99,59.99,-0.993,-0.940,-0.983,-0.971,-7301.87,-7939.27,-8695.23,-23936.37,803.48,2799.01,1540.12,5142.61,7353.57,8450.56,8843.81,24647.94,1281,0,1308,2589,889342,1193736,1137022,3220100,2513081,2597449,2676369,7786899,54.52,66.38,68.22,63.04,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23688.91,0.00,2000-00-00 00:00:00,5317.46,44847.04,2022-03-28 18:55:52,24454.74,91039.47,2022-03-28 18:55:52,
2022-04-03,00:15:00,129.98,131.72,126.78,129.49,0.00,2.862,2.880,2.836,2.859,55.99,69.35,68.62,64.65,2.81,4.527,4.620,4.283,4.477,59.96,59.96,59.96,59.96,-0.991,-0.921,-0.980,-0.962,-7222.67,-8432.50,-8502.22,-24157.39,971.94,3436.51,1604.66,6013.10,7280.12,9132.33,8692.33,25104.78,1281,0,1308,2589,889357,1193785,1137046,3220188,2513202,2597593,2676516,7787311,54.55,66.32,68.27,63.05,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23703.43,0.00,2000-00-00 00:00:00,5308.49,44847.04,2022-03-28 18:55:52,24467.74,91039.47,2022-03-28 18:55:52,
2022-04-03,00:16:00,129.79,131.70,127.03,129.51,0.00,2.619,2.685,2.597,2.634,56.06,64.59,67.65,62.77,3.09,4.972,4.951,4.627,4.850,59.99,59.99,60.00,59.99,-0.989,-0.943,-0.981,-0.971,-7197.87,-8022.76,-8466.41,-23687.04,966.42,2795.59,1639.59,5401.60,7276.47,8508.71,8604.28,24389.46,1281,0,1308,2589,889373,1193837,1137073,3220283,2513324,2597741,2676659,7787724,54.68,66.44,68.32,63.15,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23736.58,0.00,2000-00-00 00:00:00,5356.49,44847.04,2022-03-28 18:55:52,24516.11,91039.47,2022-03-28 18:55:52,
2022-04-03,00:17:00,129.47,131.40,126.80,129.23,0.00,2.615,2.710,2.547,2.624,55.64,64.70,67.90,62.75,2.73,4.907,5.040,4.667,4.871,59.97,59.97,59.97,59.97,-0.988,-0.944,-0.981,-0.970,-7104.81,-8040.18,-8453.80,-23598.79,975.84,2823.85,1570.17,5369.87,7201.95,8509.69,8609.44,24321.07,1281,0,1308,2589,889389,1193883,1137099,3220371,2513445,2597883,2676802,7788130,54.85,66.39,68.28,63.17,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23750.85,0.00,2000-00-00 00:00:00,5378.01,44847.04,2022-03-28 18:55:52,24534.34,91039.47,2022-03-28 18:55:52,
2022-04-03,00:18:00,129.41,131.40,126.55,129.12,0.00,2.618,2.716,2.507,2.614,55.78,63.87,66.97,62.21,2.66,4.735,4.583,4.503,4.607,59.96,59.97,59.97,59.97,-0.990,-0.944,-0.980,-0.971,-7157.36,-7921.43,-8294.59,-23373.38,935.37,2661.19,1607.27,5203.83,7219.25,8388.34,8472.94,24080.53,1281,0,1308,2589,889404,1193929,1137125,3220458,2513565,2598024,2676945,7788534,54.99,66.39,68.21,63.20,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23764.39,0.00,2000-00-00 00:00:00,5392.63,44847.04,2022-03-28 18:55:52,24549.40,91039.47,2022-03-28 18:55:52,
2022-04-03,00:19:00,129.64,131.24,126.70,129.19,0.00,2.533,2.722,2.602,2.619,55.51,62.86,66.32,61.56,2.86,4.646,4.710,4.377,4.577,60.00,60.01,60.01,60.00,-0.990,-0.945,-0.983,-0.971,-7141.14,-7778.80,-8237.07,-23157.01,955.96,2570.74,1510.85,5037.55,7198.07,8240.46,8400.27,23838.79,1281,0,1308,2589,889420,1193973,1137151,3220544,2513685,2598162,2677087,7788934,55.06,66.40,68.17,63.21,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23767.29,0.00,2000-00-00 00:00:00,5405.80,44847.04,2022-03-28 18:55:52,24554.29,91039.47,2022-03-28 18:55:52,
2022-04-03,00:20:00,129.42,130.89,126.47,128.93,0.00,2.543,2.687,2.674,2.635,54.79,62.60,66.42,61.27,2.76,4.858,5.630,5.196,5.228,60.02,60.00,60.01,60.01,-0.989,-0.946,-0.983,-0.971,-7002.59,-7758.25,-8244.45,-23005.29,918.34,2624.99,1412.11,4955.44,7089.54,8196.67,8395.38,23681.58,1281,0,1308,2589,889435,1194018,1137176,3220629,2513804,2598300,2677227,7789331,55.14,66.18,67.96,63.10,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23729.90,0.00,2000-00-00 00:00:00,5396.40,44847.04,2022-03-28 18:55:52,24512.69,91039.47,2022-03-28 18:55:52,
2022-04-03,00:21:00,129.59,131.26,126.95,129.26,0.00,2.585,2.858,2.598,2.680,55.51,63.02,65.69,61.41,2.77,4.955,5.180,4.750,4.962,60.02,60.01,60.00,60.01,-0.988,-0.949,-0.983,-0.973,-7107.78,-7853.52,-8205.24,-23166.53,986.49,2497.81,1422.55,4906.85,7192.90,8268.69,8339.71,23801.30,1281,0,1308,2589,889451,1194061,1137200,3220712,2513923,2598437,2677368,7789728,55.24,65.65,67.79,62.89,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23674.11,0.00,2000-00-00 00:00:00,5329.71,44847.04,2022-03-28 18:55:52,24433.01,91039.47,2022-03-28 18:55:52,
2022-04-03,00:22:00,129.44,130.91,126.94,129.09,0.00,2.461,2.749,2.648,2.619,54.53,65.67,66.30,62.17,2.65,4.137,4.686,4.365,4.396,59.97,59.97,59.98,59.97,-0.987,-0.948,-0.986,-0.973,-6985.22,-8151.43,-8268.94,-23405.59,1067.50,2648.12,1283.19,4998.81,7060.17,8594.57,8408.64,24063.38,1281,0,1308,2589,889468,1194106,1137224,3220798,2514042,2598578,2677508,7790128,55.35,65.13,67.68,62.72,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23625.71,0.00,2000-00-00 00:00:00,5275.87,44847.04,2022-03-28 18:55:52,24364.31,91039.47,2022-03-28 18:55:52,
2022-04-03,00:23:00,129.09,130.52,126.54,128.71,0.00,2.453,2.688,2.615,2.585,54.22,65.12,67.88,62.41,2.80,4.375,4.642,4.005,4.341,59.96,59.96,59.97,59.96,-0.988,-0.944,-0.985,-0.971,-6902.48,-8029.79,-8453.08,-23385.35,1021.81,2766.16,1370.68,5158.65,6997.80,8502.17,8585.74,24085.71,1281,0,1308,2589,889485,1194150,1137247,3220882,2514160,2598719,2677650,7790529,55.38,64.92,67.64,62.65,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23605.76,0.00,2000-00-00 00:00:00,5248.85,44847.04,2022-03-28 18:55:52,24334.53,91039.47,2022-03-28 18:55:52,
2022-04-03,00:24:00,129.24,130.68,126.74,128.89,0.00,2.506,2.709,2.671,2.629,54.68,64.62,67.16,62.16,2.55,4.786,5.415,4.664,4.955,60.00,60.00,60.01,60.00,-0.987,-0.946,-0.985,-0.972,-6976.33,-7973.28,-8390.29,-23339.89,1008.18,2668.12,1432.24,5108.54,7066.41,8440.42,8515.62,24022.46,1281,0,1308,2589,889502,1194194,1137269,3220965,2514277,2598861,2677792,7790930,55.41,64.88,67.53,62.61,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23574.24,0.00,2000-00-00 00:00:00,5257.11,44847.04,2022-03-28 18:55:52,24301.08,91039.47,2022-03-28 18:55:52,
2022-04-03,00:25:00,129.61,130.66,126.53,128.93,0.00,2.506,2.623,2.698,2.609,54.11,63.50,68.49,62.03,2.70,4.400,5.113,4.384,4.632,60.04,60.04,60.04,60.04,-0.991,-0.936,-0.985,-0.972,-6951.48,-7802.44,-8563.57,-23317.49,932.16,2848.43,1426.17,5206.76,7014.41,8302.98,8672.71,23990.11,1281,0,1308,2589,889518,1194240,1137292,3221050,2514394,2599000,2677935,7791329,55.29,64.48,67.41,62.39,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23490.50,0.00,2000-00-00 00:00:00,5185.48,44847.04,2022-03-28 18:55:52,24193.96,91039.47,2022-03-28 18:55:52,
2022-04-03,00:26:00,129.61,131.37,126.66,129.21,0.00,2.683,2.726,2.580,2.663,55.81,62.21,68.02,62.01,2.82,5.954,6.531,5.418,5.968,60.02,60.02,60.02,60.02,-0.990,-0.946,-0.982,-0.972,-7134.45,-7728.48,-8498.51,-23361.44,856.72,2673.30,1592.28,5122.29,7230.27,8179.43,8624.63,24034.33,1281,0,1308,2589,889534,1194284,1137315,3221133,2514512,2599139,2678078,7791729,55.18,64.39,67.30,62.29,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23433.78,0.00,2000-00-00 00:00:00,5170.74,44847.04,2022-03-28 18:55:52,24132.22,91039.47,2022-03-28 18:55:52,
2022-04-03,00:27:00,129.48,131.35,126.76,129.20,0.00,2.514,2.777,2.520,2.603,55.78,62.45,66.36,61.53,3.01,5.691,6.366,6.177,6.078,60.02,60.05,60.03,60.03,-0.989,-0.950,-0.983,-0.972,-7120.09,-7773.66,-8267.43,-23161.18,902.41,2564.67,1512.12,4979.21,7219.05,8203.46,8414.70,23837.21,1281,0,1308,2589,889549,1194328,1137340,3221217,2514632,2599276,2678220,7792128,55.16,64.21,67.24,62.20,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23401.73,0.00,2000-00-00 00:00:00,5146.83,44847.04,2022-03-28 18:55:52,24092.70,91039.47,2022-03-28 18:55:52,
2022-04-03,00:28:00,128.82,130.12,126.18,128.37,0.00,2.581,2.663,2.794,2.679,54.04,64.23,65.85,61.37,2.79,4.542,5.535,4.500,4.859,60.03,60.02,60.04,60.03,-0.988,-0.944,-0.985,-0.970,-6876.61,-7875.35,-8174.06,-22926.02,1004.75,2687.61,1396.16,5088.52,6960.94,8354.75,8307.75,23623.45,1281,0,1308,2589,889566,1194372,1137363,3221301,2514749,2599414,2678359,7792522,55.05,63.83,67.11,61.99,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23323.79,0.00,2000-00-00 00:00:00,5090.42,44847.04,2022-03-28 18:55:52,24000.18,91039.47,2022-03-28 18:55:52,
2022-04-03,00:29:00,129.53,131.14,126.72,129.13,0.00,2.692,2.763,2.787,2.747,54.77,63.77,66.09,61.54,2.67,4.998,5.773,5.186,5.319,59.98,59.97,59.98,59.98,-0.989,-0.952,-0.985,-0.974,-7013.58,-7948.42,-8234.87,-23196.87,873.21,2547.81,1347.67,4768.68,7092.44,8363.61,8371.70,23827.75,1281,0,1308,2589,889582,1194415,1137386,3221383,2514866,2599554,2678498,7792918,54.88,63.80,66.93,61.87,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23269.88,0.00,2000-00-00 00:00:00,5060.56,44847.04,2022-03-28 18:55:52,23940.38,91039.47,2022-03-28 18:55:52,
2022-04-03,00:30:00,129.45,130.91,127.03,129.13,0.00,2.608,2.777,2.729,2.705,54.07,64.86,65.83,61.58,2.79,4.494,5.027,4.994,4.838,59.96,59.96,59.96,59.96,-0.989,-0.952,-0.986,-0.974,-6905.93,-8093.57,-8235.62,-23235.13,985.00,2580.26,1196.25,4761.51,6997.33,8495.45,8356.53,23849.31,1281,0,1308,2589,889598,1194458,1137407,3221463,2514984,2599696,2678638,7793318,54.80,63.82,66.77,61.80,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23252.06,0.00,2000-00-00 00:00:00,5019.40,44847.04,2022-03-28 18:55:52,23912.83,91039.47,2022-03-28 18:55:52,
2022-04-03,00:31:00,129.59,131.40,126.85,129.28,0.00,2.692,2.746,2.604,2.681,54.88,62.10,65.55,60.84,2.81,5.204,6.287,5.451,5.647,59.99,59.99,60.00,60.00,-0.992,-0.953,-0.984,-0.975,-7036.16,-7781.14,-8187.97,-23005.28,843.42,2445.40,1334.85,4623.67,7110.84,8163.95,8313.31,23588.10,1281,0,1308,2589,889613,1194501,1137430,3221544,2515102,2599835,2678777,7793714,54.71,63.94,66.68,61.78,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23252.72,0.00,2000-00-00 00:00:00,4987.57,44847.04,2022-03-28 18:55:52,23906.38,91039.47,2022-03-28 18:55:52,
2022-04-03,00:32:00,130.17,131.57,126.80,129.51,0.00,2.799,2.622,2.665,2.695,54.95,60.42,66.28,60.55,2.85,5.527,6.447,5.420,5.798,60.00,60.01,60.01,60.01,-0.992,-0.954,-0.985,-0.977,-7090.18,-7583.17,-8288.20,-22961.55,665.59,2331.54,1374.53,4371.66,7151.28,7950.31,8407.79,23509.38,1281,0,1308,2589,889626,1194540,1137453,3221619,2515222,2599970,2678917,7794109,54.72,63.85,66.66,61.75,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23247.98,0.00,2000-00-00 00:00:00,4968.52,44847.04,2022-03-28 18:55:52,23897.41,91039.47,2022-03-28 18:55:52,
2022-04-03,00:33:00,129.62,130.96,125.86,128.81,0.00,2.885,2.688,2.787,2.787,54.69,59.50,66.55,60.25,2.69,5.382,6.541,5.130,5.685,59.97,59.97,59.98,59.97,-0.994,-0.949,-0.982,-0.974,-7053.65,-7377.45,-8232.91,-22664.00,612.35,2379.16,1530.22,4521.73,7089.68,7789.25,8379.40,23258.34,1281,0,1308,2589,889637,1194581,1137478,3221696,2515340,2600102,2679058,7794500,54.70,63.63,66.70,61.68,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23230.60,0.00,2000-00-00 00:00:00,4923.40,44847.04,2022-03-28 18:55:52,23872.28,91039.47,2022-03-28 18:55:52,
2022-04-03,00:34:00,129.61,130.77,125.47,128.62,0.00,2.767,2.431,2.703,2.634,54.38,59.72,67.84,60.65,2.77,4.857,6.240,4.962,5.353,59.99,60.00,59.98,59.99,-0.995,-0.941,-0.981,-0.972,-7015.57,-7345.10,-8356.17,-22716.84,584.39,2567.61,1571.69,4723.70,7048.47,7808.59,8512.06,23369.12,1281,0,1308,2589,889648,1194622,1137503,3221773,2515458,2600232,2679199,7794889,54.65,63.15,66.74,61.51,242.96,2022-03-28 18:55:52,239.85,2022-04-01 22:18:05,263.71,2022-04-01 22:19:13,246.73,2022-03-28 18:55:52,-23165.90,0.00,2000-00-00 00:00:00,4875.93,44847.04,2022-03-28 18:55:52,23802.03,91039.47,2022-03-28 18:55:52,
