ProductSN:3421198001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date&Time;;Voltage(V);;;;;UTHD(%);;;;Current(A);;;;;ITHD(%);;;;Frequency(Hz);;;;Power Factor;;;;Active Power(W);;;;Reactive Power(Var);;;;Apparent Power(Va);;;;Active Energy(Wh);;;;Reactive Energy(Varh);;;;Apparent Energy(Vah);;;;Current Demand(A);;;;Current Peak Demand(A)&Date;;;;;;;;Total Active Power Deamnd(W);Total Active Power Peak Deamnd(W)&Date;;Total Reactive Power Deamnd(Var);Total Reactive Power Peak Deamnd(Var)&Date;;Total Apparent Power Deamnd(Va);Total Apparent Power Peak Deamnd(Va)&Date;
28/03/2022;00:10:00;129.15;129.09;124.53;127.59;0;2.415;2.478;2.576;2.49;85.68;83.11;97.23;88.68;2.61;5.128;5.999;4.896;5.341;60;59.99;59.99;59.99;-0.979;-0.91;-0.939;-0.943;-10846.18;-9730.15;-11392.97;-31969.3;2156.08;4449.5;4131.46;10737.03;11068.66;10728.94;12113.4;33910.99;1280;0;1189;2469;60127;95635;62217;217979;199321;227016;220236;646573;76.58;78.72;87.58;80.96;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29094.62;0;2000-00-00 00:00:00;10124.85;16111.48;27/03/2022 23:51;30978.69;39567.02;27/03/2022 23:53
28/03/2022;00:11:00;128.86;129.15;125;127.67;0;2.283;2.482;2.528;2.431;86.8;85.73;97.15;89.9;2.8;4.403;4.719;3.998;4.374;60.03;60.05;60.03;60.04;-0.979;-0.921;-0.947;-0.95;-10963.32;-10222.29;-11481.89;-32667.5;2251.83;4233.68;3857.67;10343.18;11187.62;11075.34;12140.68;34403.64;1280;0;1189;2469;60164;95707;62284;218155;199509;227199;220440;647148;78.77;79.87;89.6;82.75;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29775.69;0;2000-00-00 00:00:00;10228.67;16111.48;27/03/2022 23:51;31660.68;39567.02;27/03/2022 23:53
28/03/2022;00:12:00;129.72;130.16;125.32;128.4;0;2.532;2.707;2.544;2.594;65.09;68.72;73.94;69.25;2.91;5.381;5.457;5.1;5.313;60.04;60.05;60.04;60.04;-0.964;-0.901;-0.942;-0.933;-8132.77;-8007.7;-8734.89;-24875.35;2166.68;3922.38;3073.78;9162.84;8442.18;8941.68;9268.59;26652.46;1280;0;1189;2469;60200;95773;62336;218309;199657;227354;220603;647614;79.26;80.14;90.04;83.15;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29936.06;0;2000-00-00 00:00:00;10237.66;16111.48;27/03/2022 23:51;31816.79;39567.02;27/03/2022 23:53
28/03/2022;00:13:00;129.71;130.11;125.48;128.43;0;2.533;2.625;2.575;2.578;61.06;66.42;70.21;65.9;2.74;5.015;5.233;4.699;4.982;60.03;60.04;60.03;60.03;-0.963;-0.897;-0.948;-0.935;-7621.84;-7739.08;-8358.95;-23719.86;2079.23;3779.06;2748.98;8607.27;7919.76;8640.43;8810.15;25370.35;1280;0;1189;2469;60235;95837;62385;218457;199795;227502;220755;648052;79.3;79.97;89.84;83.04;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29922.5;0;2000-00-00 00:00:00;10197.98;16111.48;27/03/2022 23:51;31789.36;39567.02;27/03/2022 23:53
28/03/2022;00:14:00;130.42;130.31;125.91;128.88;0;2.54;2.616;2.84;2.665;60.56;66.91;71.03;66.17;2.83;4.992;5.862;4.95;5.268;60.06;60.05;60.05;60.05;-0.963;-0.894;-0.952;-0.935;-7603.59;-7785.05;-8516.66;-23905.3;2022.51;3882.08;2656.99;8561.57;7896.54;8719.8;8942.26;25558.61;1280;0;1189;2469;60269;95902;62430;218601;199926;227646;220903;648475;78.94;79.69;89.24;82.62;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29788.71;0;2000-00-00 00:00:00;10156.2;16111.48;27/03/2022 23:51;31645.84;39567.02;27/03/2022 23:53
28/03/2022;00:15:00;130.24;129.83;125.81;128.63;0;2.355;2.514;2.822;2.564;63.06;70.41;73.87;69.11;2.74;4.685;5.453;4.375;4.838;60.03;60.03;60.03;60.03;-0.953;-0.878;-0.944;-0.924;-7826.81;-8035.17;-8756.36;-24618.34;2478.47;4322.69;3045.86;9847.02;8214.29;9142.28;9292.68;26649.26;1280;0;1189;2469;60305;95969;62477;218751;200059;227794;221054;648907;78.76;79.72;88.97;82.48;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29751.38;0;2000-00-00 00:00:00;10148.32;16111.48;27/03/2022 23:51;31606.06;39567.02;27/03/2022 23:53
28/03/2022;00:16:00;129.84;129.63;125.53;128.33;0;2.37;2.576;2.832;2.592;72.52;78.22;82.46;77.73;2.69;4.472;5.144;4.077;4.564;60.03;60.02;60.02;60.02;-0.96;-0.895;-0.943;-0.933;-9035.76;-9096.07;-9763.21;-27895.04;2650.8;4419.31;3351.1;10421.21;9420.11;10138.17;10349.67;29907.95;1280;0;1189;2469;60347;96040;62529;218916;200200;227949;221212;649361;78.73;79.85;88.91;82.49;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29754.39;0;2000-00-00 00:00:00;10167.87;16111.48;27/03/2022 23:51;31615.04;39567.02;27/03/2022 23:53
28/03/2022;00:17:00;129.65;129.12;125.63;128.14;0;2.261;2.667;2.889;2.606;71.25;78.8;82.39;77.48;2.62;4.609;5.234;4.295;4.713;60.05;60.06;60.05;60.05;-0.955;-0.893;-0.949;-0.932;-8813.05;-9091.91;-9841.02;-27745.99;2663.79;4542.17;3216.54;10422.5;9237.35;10178.37;10354.61;29770.33;1280;0;1189;2469;60390;96114;62584;219088;200356;228117;221384;649857;76.83;78.62;86.97;80.81;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29140.01;0;2000-00-00 00:00:00;10038.39;16111.48;27/03/2022 23:51;30988.59;39567.02;27/03/2022 23:53
28/03/2022;00:18:00;129.29;129.61;125.39;128.1;0;2.459;2.846;2.831;2.712;72.06;79.24;81.43;77.58;2.72;5.015;5.092;4.394;4.834;60.02;60.02;60.03;60.02;-0.955;-0.903;-0.946;-0.934;-8892.79;-9260.44;-9672.22;-27825.46;2689.75;4410.23;3281.69;10381.67;9316.06;10272.52;10216.12;29804.71;1280;0;1189;2469;60434;96187;62639;219260;200510;228284;221554;650348;74.96;77.51;85.11;79.19;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28534.14;0;2000-00-00 00:00:00;9953.51;16111.48;27/03/2022 23:51;30385.55;39567.02;27/03/2022 23:53
28/03/2022;00:19:00;129.38;129.84;125.98;128.4;0;2.366;2.956;2.926;2.749;70.07;78.74;79.67;76.16;2.69;5.026;4.811;4.26;4.699;60.02;60.01;60.01;60.01;-0.955;-0.906;-0.953;-0.937;-8660.42;-9264.12;-9549.52;-27474.06;2619.77;4240.78;3021.11;9881.66;9065.93;10222.15;10035.72;29323.8;1280;0;1189;2469;60478;96258;62691;219427;200663;228454;221723;650840;73.12;76.55;83.22;77.63;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27953.83;0;2000-00-00 00:00:00;9872.87;16111.48;27/03/2022 23:51;29806.86;39567.02;27/03/2022 23:53
28/03/2022;00:20:00;129.1;129.4;126.36;128.29;0;2.2;3.036;2.969;2.735;68.82;79.88;78.81;75.84;2.76;4.904;4.568;3.946;4.473;60.06;60.05;60.05;60.05;-0.951;-0.906;-0.957;-0.937;-8445.89;-9378.03;-9521.63;-27345.55;2732.44;4282.87;2819.91;9835.22;8885.85;10335.75;9957.42;29179.02;1280;0;1189;2469;60522;96330;62740;219592;200813;228625;221890;651328;72.17;76.12;82.22;76.84;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27665.45;0;2000-00-00 00:00:00;9824.46;16111.48;27/03/2022 23:51;29515.43;39567.02;27/03/2022 23:53
28/03/2022;00:21:00;129.38;129.72;126.35;128.48;0;2.405;2.889;2.879;2.724;69.38;77.6;79.22;75.4;2.81;4.821;5.096;4.501;4.806;60;60.02;60.01;60.01;-0.957;-0.91;-0.955;-0.941;-8608.05;-9170.76;-9564.01;-27342.83;2560.8;4108.19;2928.19;9597.17;8981.19;10068.75;10010.52;29060.47;1280;0;1189;2469;60567;96401;62787;219755;200959;228794;222054;651807;70.13;75.29;80.18;75.2;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27065.21;0;2000-00-00 00:00:00;9743.21;16111.48;27/03/2022 23:51;28916.07;39567.02;27/03/2022 23:53
28/03/2022;00:22:00;129.67;129.44;126.35;128.49;0;2.291;2.821;2.987;2.699;68.36;77.68;79.88;75.31;2.69;4.821;5.286;4.418;4.842;60.09;60.07;60.08;60.08;-0.957;-0.906;-0.958;-0.939;-8478.52;-9090.53;-9668.33;-27237.38;2466.3;4228.42;2839.14;9533.86;8863.11;10052.92;10094.7;29010.73;1280;0;1189;2469;60609;96470;62835;219914;201108;228962;222221;652291;68.33;74.63;78.32;73.76;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-26548.63;0;2000-00-00 00:00:00;9644.77;16111.48;27/03/2022 23:51;28387.6;39567.02;27/03/2022 23:53
28/03/2022;00:23:00;129.44;129.57;126.38;128.46;0;2.251;2.783;2.983;2.672;67.86;76.88;78.17;74.3;2.82;4.804;5.177;4.36;4.78;60.04;60.02;60.04;60.03;-0.959;-0.911;-0.958;-0.943;-8417.38;-9093.39;-9478.53;-26989.3;2446.33;4011.16;2715.54;9173.03;8784.5;9962.1;9877.5;28624.11;1280;0;1189;2469;60650;96539;62883;220072;201255;229129;222388;652772;67.11;74.31;77.16;72.86;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-26220.79;0;2000-00-00 00:00:00;9598.65;16111.48;27/03/2022 23:51;28056.83;39567.02;27/03/2022 23:53
28/03/2022;00:24:00;130.3;130.11;126.61;129.01;0;2.346;2.756;3.002;2.701;61.48;71.12;73.7;68.77;2.72;4.365;5.028;4.105;4.499;60.06;60.05;60.05;60.05;-0.966;-0.906;-0.965;-0.944;-7729.17;-8385.58;-8975.67;-25090.42;2024.33;3846.05;2386.48;8256.86;8010.9;9252.18;9325.81;26588.89;1280;0;1189;2469;60688;96607;62926;220221;201395;229289;222549;653233;67.22;74.7;77.39;73.1;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-26318.43;0;2000-00-00 00:00:00;9603.07;16111.48;27/03/2022 23:51;28150.41;39567.02;27/03/2022 23:53
28/03/2022;00:25:00;128.94;129;125.57;127.84;0;2.26;2.636;2.838;2.578;81.61;86.94;93.9;87.48;2.78;4.231;4.67;3.93;4.277;60.02;60.02;60.02;60.02;-0.975;-0.922;-0.959;-0.952;-10241.71;-10359.22;-11311.24;-31912.17;2275.88;4301.61;3256.1;9833.59;10520.85;11219.33;11789.34;33529.52;1280;0;1189;2469;60724;96675;62976;220375;201557;229466;222733;653756;67.65;75.52;78.09;73.75;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-26586.01;0;2000-00-00 00:00:00;9600.57;16111.48;27/03/2022 23:51;28405.57;39567.02;27/03/2022 23:53
28/03/2022;00:26:00;128.68;128.73;125.68;127.7;0;2.139;2.596;2.732;2.489;82.93;89.11;94.42;88.82;2.77;3.862;4.07;3.63;3.854;60.02;60.02;60.02;60.02;-0.967;-0.917;-0.955;-0.946;-10339.58;-10533.32;-11315.1;-32188;2679.29;4500.29;3484.56;10664.14;10673.02;11472.81;11864.22;34010.05;1280;0;1189;2469;60765;96746;63030;220541;201733;229653;222927;654313;69.72;77.51;80.27;75.83;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27371.23;0;2000-00-00 00:00:00;9711.37;16111.48;27/03/2022 23:51;29184.32;39567.02;27/03/2022 23:53
28/03/2022;00:27:00;128.74;129.1;125.75;127.86;0;2.234;2.544;2.744;2.507;80.71;85.91;90.98;85.86;2.7;3.873;4.1;3.259;3.744;60.02;60.02;60.02;60.02;-0.969;-0.921;-0.954;-0.947;-10085.25;-10232.52;-10866.76;-31184.53;2559.44;4218.29;3376.98;10154.71;10395.97;11089.23;11431.55;32916.76;1280;0;1189;2469;60807;96820;63086;220713;201906;229839;223120;654865;71.57;79.29;82.25;77.7;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28082.38;0;2000-00-00 00:00:00;9803.89;16111.48;27/03/2022 23:51;29883.46;39567.02;27/03/2022 23:53
28/03/2022;00:28:00;129.22;129.14;126.08;128.15;0;2.328;2.68;2.939;2.649;80.17;83.7;91.1;84.99;2.75;4.288;5.026;4.084;4.466;60.02;60.01;60.01;60.01;-0.972;-0.921;-0.956;-0.949;-10056.62;-9977.5;-10971.31;-31005.42;2358.66;4185.69;3307.03;9851.38;10357.94;10814.9;11484.14;32656.98;1280;0;1189;2469;60848;96891;63142;220881;202081;230026;223314;655421;72.22;79.92;82.93;78.36;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28341.65;0;2000-00-00 00:00:00;9812.27;16111.48;27/03/2022 23:51;30129.62;39567.02;27/03/2022 23:53
28/03/2022;00:29:00;129.07;129.72;126.4;128.39;0;2.375;2.836;2.817;2.676;81.54;82.99;89.21;84.58;2.71;4.613;4.906;4.357;4.625;60.01;60.01;60.01;60.01;-0.972;-0.93;-0.955;-0.951;-10218.28;-10017.74;-10734.25;-30970.27;2408.8;3868.18;3380.94;9657.92;10523;10765.32;11275.8;32564.13;1280;0;1189;2469;60888;96958;63197;221043;202255;230207;223503;655965;73.21;80.68;83.91;79.27;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28724.23;0;2000-00-00 00:00:00;9769.21;16111.48;27/03/2022 23:51;30476.12;39567.02;27/03/2022 23:53
28/03/2022;00:30:00;129.84;129.92;126.56;128.78;0;2.457;2.8;2.915;2.724;78.33;80.48;88.54;82.45;2.79;4.342;5.01;4.31;4.554;60.06;60.06;60.06;60.06;-0.978;-0.931;-0.959;-0.957;-9946.7;-9751.39;-10759.51;-30457.6;1932.16;3746.56;2990.67;8669.38;10168.37;10459.24;11201.55;31829.17;1280;0;1189;2469;60927;97024;63251;221202;202429;230386;223693;656508;74.11;81.27;84.78;80.05;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-29073.11;0;2000-00-00 00:00:00;9710.7;16111.48;27/03/2022 23:51;30786.3;39567.02;27/03/2022 23:53
28/03/2022;00:31:00;130.1;130.14;126.6;128.95;0;2.453;2.821;2.911;2.728;57.37;64.59;67.61;63.19;2.7;4.69;5.106;4.473;4.756;60.02;60.02;60.02;60.02;-0.958;-0.897;-0.956;-0.936;-7161.83;-7527.13;-8189.57;-22878.53;2088.91;3711.47;2489.98;8290.36;7465.5;8407.86;8562.96;24436.33;1280;0;1189;2469;60961;97087;63293;221341;202555;230529;223839;656923;73.49;80.37;84.21;79.36;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28848.23;0;2000-00-00 00:00:00;9572.95;16111.48;27/03/2022 23:51;30531.3;39567.02;27/03/2022 23:53
28/03/2022;00:32:00;130.07;130;126.58;128.88;0;2.348;2.738;2.835;2.64;54.49;62.99;65.27;60.91;2.66;4.598;4.997;4.386;4.66;60.02;60.02;60.01;60.01;-0.951;-0.885;-0.955;-0.929;-6743.83;-7236.81;-7877.07;-21857.71;2123.65;3769.2;2412.71;8305.56;7086.67;8186.75;8259.87;23533.29;1280;0;1189;2469;60997;97149;63334;221480;202676;230667;223979;657322;72.26;78.89;83.02;78.06;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28377.88;0;2000-00-00 00:00:00;9420.47;16111.48;27/03/2022 23:51;30037.98;39567.02;27/03/2022 23:53
28/03/2022;00:33:00;130.07;129.86;126.51;128.81;0;2.383;2.716;2.872;2.657;56.46;64.83;68.06;63.12;2.68;4.544;4.816;4.11;4.49;60.03;60.03;60.02;60.03;-0.959;-0.891;-0.958;-0.935;-7046.88;-7491.81;-8256.35;-22795.04;2024.14;3788.47;2407.97;8220.57;7343.76;8417.45;8610.67;24371.89;1280;0;1189;2469;61031;97212;63374;221617;202799;230807;224122;657728;71.64;78.23;82.47;77.44;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-28156.16;0;2000-00-00 00:00:00;9348.84;16111.48;27/03/2022 23:51;29806.35;39567.02;27/03/2022 23:53
28/03/2022;00:34:00;130.01;130.45;126.52;129;0;2.554;2.886;2.764;2.735;57.52;63.63;67.2;62.78;2.69;4.803;4.98;4.618;4.8;60.01;60.01;60.01;60.01;-0.961;-0.897;-0.952;-0.937;-7174.7;-7464.54;-8110.54;-22749.78;2031.49;3628.22;2532.05;8191.75;7477.33;8303.51;8504.05;24284.89;1280;0;1189;2469;61065;97274;63415;221754;202922;230946;224264;658132;70.44;76.91;81.32;76.22;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27711.29;0;2000-00-00 00:00:00;9217.04;16111.48;27/03/2022 23:51;29344.21;39567.02;27/03/2022 23:53
28/03/2022;00:35:00;130.24;130.13;126.28;128.88;0;2.478;2.697;2.803;2.659;52.89;60.57;64.06;59.17;2.73;4.536;5.112;4.768;4.805;60.02;60.02;60.02;60.02;-0.963;-0.892;-0.959;-0.938;-6641.69;-7029.97;-7767.87;-21439.53;1801.68;3540.18;2226.26;7568.12;6888.96;7882.76;8091.39;22863.12;1280;0;1189;2469;61097;97333;63455;221885;203044;231083;224404;658531;69.34;75.58;80.14;75.02;97.74;27/03/2022 23:53;115.41;27/03/2022 23:51;103.52;27/03/2022 23:56;104.24;27/03/2022 23:53;-27278.59;0;2000-00-00 00:00:00;9076.43;16111.48;27/03/2022 23:51;28889.28;39567.02;27/03/2022 23:53
