ProductSN:3421198001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date&Time;;Voltage(V);;;;;UTHD(%);;;;Current(A);;;;;ITHD(%);;;;Frequency(Hz);;;;Power Factor;;;;Active Power(W);;;;Reactive Power(Var);;;;Apparent Power(Va);;;;Active Energy(Wh);;;;Reactive Energy(Varh);;;;Apparent Energy(Vah);;;;Current Demand(A);;;;Current Peak Demand(A)&Date;;;;;;;;Total Active Power Deamnd(W);Total Active Power Peak Deamnd(W)&Date;;Total Reactive Power Deamnd(Var);Total Reactive Power Peak Deamnd(Var)&Date;;Total Apparent Power Deamnd(Va);Total Apparent Power Peak Deamnd(Va)&Date;
01/04/2022;00:09:00;125.6;126.8;123.97;125.46;0;2.143;2.111;2.107;2.121;168.52;174.02;178.35;173.63;2.74;3.474;3.895;3.536;3.635;60.03;60.01;60.01;60.02;-0.912;-0.89;-0.884;-0.893;-19211.33;-19647.12;-19438.49;-58296.94;8582.5;10001.38;10122.53;28706.41;21154.78;22069.2;22072.59;65296.58;1281;0;1308;2589;631068;821672;778592;2231332;1713763;1771497;1807282;5292542;157.64;165.35;165.91;162.97;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-55089.04;0;2000-00-00 00:00:00;26562.93;44847.04;28/03/2022 18:55;61273.87;91039.47;28/03/2022 18:55
01/04/2022;00:10:00;125.48;126.27;123.68;125.15;0;2.002;1.999;2.045;2.016;165.72;174.11;173.19;171.01;2.65;3.039;3.548;2.867;3.151;59.99;60;60;60;-0.912;-0.891;-0.892;-0.898;-18920.98;-19610.35;-19100.37;-57631.7;8571.63;9827.37;9568.86;27967.85;20795.06;21978.47;21414.71;64188.24;1281;0;1308;2589;631211;821838;778754;2231803;1714111;1771864;1807641;5293616;159;166.7;167.96;164.55;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-55595.09;0;2000-00-00 00:00:00;26858.87;44847.04;28/03/2022 18:55;61859.02;91039.47;28/03/2022 18:55
01/04/2022;00:11:00;126.02;127.21;123.6;125.61;0;2.091;2.066;1.916;2.024;166.3;167.44;175.19;169.64;2.72;3.269;3.93;3.381;3.527;59.97;59.97;59.97;59.97;-0.922;-0.889;-0.875;-0.898;-19329.07;-18928.24;-19129.57;-57386.87;7901.78;9659.7;10094.75;27656.23;20952.25;21293.81;21651.82;63897.88;1281;0;1308;2589;631348;822002;778918;2232268;1714455;1772221;1807997;5294673;160.33;167.91;169.65;165.96;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-56022.09;0;2000-00-00 00:00:00;27163.9;44847.04;28/03/2022 18:55;62374.45;91039.47;28/03/2022 18:55
01/04/2022;00:12:00;126.04;127.16;123.77;125.66;0;2.028;2.085;1.936;2.017;158.79;163.88;171.13;164.6;2.88;3.21;3.68;3.219;3.37;59.99;60;59.99;59.99;-0.917;-0.875;-0.88;-0.889;-18326.65;-18208.36;-18574.72;-55109.73;7970.78;10024.51;10023.2;28018.49;20012.2;20832.38;21171.32;62015.91;1281;0;1308;2589;631480;822166;779087;2232733;1714800;1772575;1808358;5295733;164.46;171.24;174.09;169.93;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57307.17;0;2000-00-00 00:00:00;27830.93;44847.04;28/03/2022 18:55;63826.13;91039.47;28/03/2022 18:55
01/04/2022;00:13:00;125.76;127.22;124.02;125.67;0;1.949;2.048;1.978;1.992;151.08;157.16;164.4;157.55;2.88;3.301;3.882;3.186;3.456;59.96;59.96;59.96;59.96;-0.937;-0.898;-0.903;-0.914;-17834.08;-17963.6;-18480.9;-54278.57;6492.81;8691.29;8602.76;23786.86;19001.34;19991.56;20392.66;59385.55;1281;0;1308;2589;631592;822318;779236;2233146;1715124;1772916;1808707;5296747;166.23;172.79;176.22;171.74;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57926.23;0;2000-00-00 00:00:00;28063.71;44847.04;28/03/2022 18:55;64488.82;91039.47;28/03/2022 18:55
01/04/2022;00:14:00;125.58;127.16;124.17;125.64;0;1.997;2.234;2.145;2.125;163.33;171.4;175.92;170.21;2.78;3.353;3.773;3.301;3.476;59.95;59.96;59.96;59.96;-0.941;-0.91;-0.91;-0.912;-19080.62;-19632.39;-19781.5;-58494.51;7307.6;9425.41;9251.75;25984.77;20506.15;21796.68;21849.69;64152.53;1281;0;1308;2589;631703;822467;779382;2233552;1715443;1773254;1809052;5297749;166.18;172.72;177.05;171.98;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-58050.91;0;2000-00-00 00:00:00;28010.71;44847.04;28/03/2022 18:55;64583.66;91039.47;28/03/2022 18:55
01/04/2022;00:15:00;126.61;128.18;125.24;126.68;0;2.05;2.385;2.305;2.247;137.48;142.75;149.4;143.21;2.84;3.243;3.672;3.121;3.345;59.99;59.99;59.98;59.99;-0.923;-0.896;-0.883;-0.9;-16055.73;-16402.5;-16515.04;-48973.27;6600.95;8075.52;8734.07;23410.55;17402.08;18300.09;18709.53;54411.7;1281;0;1308;2589;631813;822610;779528;2233951;1715780;1773608;1809413;5298801;166.48;172.95;177.63;172.36;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-58298.42;0;2000-00-00 00:00:00;27771.8;44847.04;28/03/2022 18:55;64725.91;91039.47;28/03/2022 18:55
01/04/2022;00:16:00;125.45;126.53;123.78;125.26;0;2.058;2.244;2.141;2.148;160.81;168.19;169.84;166.28;2.55;3.253;3.228;2.764;3.082;59.98;59.98;59.97;59.97;-0.921;-0.896;-0.894;-0.904;-18607.65;-19068.8;-18782.87;-56459.31;7816.31;9307.35;9335.81;26459.48;20176.5;21274.02;21018.63;62469.15;1281;0;1308;2589;631941;822764;779686;2234391;1716116;1773959;1809762;5299837;165;171.09;176.14;170.74;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57825.84;0;2000-00-00 00:00:00;27477.66;44847.04;28/03/2022 18:55;64173.45;91039.47;28/03/2022 18:55
01/04/2022;00:17:00;125.81;127.04;123.79;125.55;0;2.091;2.261;2.023;2.125;161.69;166.91;172.32;166.97;2.56;3.581;3.788;3.56;3.643;60.02;60.04;60.03;60.03;-0.921;-0.889;-0.882;-0.898;-18740.34;-18825.2;-18919.2;-56484.73;7817.2;9707.92;9845.79;27370.9;20340.7;21206.55;21338.41;62885.66;1281;0;1308;2589;632074;822928;779853;2234855;1716461;1774318;1810124;5300903;163.51;169.71;174.36;169.19;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57365.5;0;2000-00-00 00:00:00;27218.23;44847.04;28/03/2022 18:55;63641.25;91039.47;28/03/2022 18:55
01/04/2022;00:18:00;125.51;126.57;123.68;125.25;0;2.012;2.372;2.151;2.178;165.06;172.52;176.51;171.37;2.75;3.565;3.922;3.472;3.653;60.02;60.01;60.02;60.02;-0.922;-0.893;-0.892;-0.901;-19066.3;-19460.33;-19488;-58014.64;7961.64;9824.95;9709.8;27496.38;20714.46;21836.21;21822.37;64373.03;1281;0;1308;2589;632208;823090;780020;2235318;1716806;1774676;1810484;5301966;163.42;169.37;173.95;168.91;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57255.27;0;2000-00-00 00:00:00;27257.79;44847.04;28/03/2022 18:55;63560.28;91039.47;28/03/2022 18:55
01/04/2022;00:19:00;125.67;127.1;124.08;125.62;0;2.121;2.387;2.115;2.208;168.79;172.5;176.3;172.53;2.65;3.676;3.728;3.272;3.559;59.99;59.99;60;60;-0.922;-0.898;-0.886;-0.903;-19668.26;-19677.66;-19402.44;-58748.36;8290.9;9629.67;10206.23;28126.79;21227.68;21929.84;21892.24;65049.76;1281;0;1308;2589;632343;823250;780187;2235780;1717156;1775039;1810846;5303041;163.12;168.72;173.62;168.49;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57158.88;0;2000-00-00 00:00:00;27097.33;44847.04;28/03/2022 18:55;63406.44;91039.47;28/03/2022 18:55
01/04/2022;00:20:00;126.13;127.71;124.59;126.15;0;2.084;2.398;2.207;2.23;168.58;172.35;176.15;172.36;2.66;3.573;3.907;3.446;3.642;59.99;60;59.98;59.99;-0.924;-0.901;-0.889;-0.904;-19611.74;-19826.91;-19516.43;-58955.08;8073.7;9538.61;9923.25;27535.56;21260.22;22016.44;21943.32;65219.98;1281;0;1308;2589;632480;823411;780357;2236248;1717516;1775410;1811217;5304143;162.93;168.22;173.34;168.16;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57150.02;0;2000-00-00 00:00:00;26913.14;44847.04;28/03/2022 18:55;63320.87;91039.47;28/03/2022 18:55
01/04/2022;00:21:00;125.56;127.45;124.28;125.76;0;2.058;2.352;2.106;2.172;170.05;178.52;189.82;179.46;2.73;3.708;4.27;3.461;3.813;59.98;59.97;59.98;59.98;-0.922;-0.898;-0.885;-0.892;-19642.9;-19907.68;-20732.57;-60283.15;8100.37;10542.68;10895.98;29539.03;21344.13;22708.25;23559.26;67611.63;1281;0;1308;2589;632617;823575;780528;2236720;1717877;1775782;1811590;5305249;163.4;168.28;173.72;168.46;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57330.44;0;2000-00-00 00:00:00;26860.66;44847.04;28/03/2022 18:55;63464.54;91039.47;28/03/2022 18:55
01/04/2022;00:22:00;125.69;127.05;123.86;125.53;0;2.119;2.293;2.259;2.223;174.83;178.6;184.48;179.3;2.58;3.46;3.972;3.41;3.614;59.95;59.95;59.96;59.95;-0.923;-0.895;-0.885;-0.902;-20302;-20291.29;-20312.18;-60905.47;8288.97;10056.08;10426.63;28771.67;21973.79;22686.43;22851.72;67511.94;1281;0;1308;2589;632753;823741;780703;2237197;1718235;1776151;1811967;5306353;163.59;168.28;174.18;168.68;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57417.48;0;2000-00-00 00:00:00;26901.25;44847.04;28/03/2022 18:55;63564.06;91039.47;28/03/2022 18:55
01/04/2022;00:23:00;125.9;127.45;124.29;125.88;0;2.065;2.307;2.25;2.208;157.28;168.77;170.2;165.42;2.53;3.347;3.514;3.072;3.311;59.98;59.99;59.99;59.99;-0.922;-0.891;-0.896;-0.904;-18250.57;-19171.04;-19017.23;-56438.84;7655.93;9673.65;9120.85;26450.43;19802.96;21509.15;21146.19;62458.3;1281;0;1308;2589;632885;823903;780866;2237654;1718577;1776511;1812325;5307413;163.94;168.72;174.56;169.07;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57603.65;0;2000-00-00 00:00:00;26907.96;44847.04;28/03/2022 18:55;63736.46;91039.47;28/03/2022 18:55
01/04/2022;00:24:00;126.47;127.72;124.72;126.3;0;2.159;2.412;2.264;2.278;161.68;166.97;168.45;165.7;2.73;3.652;4.088;3.746;3.828;60;60;59.98;59.99;-0.923;-0.905;-0.901;-0.91;-18957.18;-19298.47;-18875.45;-57131.1;7751.4;9069.54;9345.03;26165.97;20454.72;21331.3;21027.88;62813.9;1281;0;1308;2589;633014;824054;781016;2238084;1718914;1776868;1812673;5308455;163.89;169.02;174.05;168.99;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57626.48;0;2000-00-00 00:00:00;26832.91;44847.04;28/03/2022 18:55;63720.99;91039.47;28/03/2022 18:55
01/04/2022;00:25:00;125.68;127.22;124.17;125.69;0;2.083;2.315;2.163;2.187;177.25;178.35;182.26;179.29;2.84;3.356;3.728;3.358;3.48;59.98;59.99;59.99;59.99;-0.93;-0.909;-0.895;-0.911;-20647.52;-20675.2;-20266.53;-61589.24;8173.77;9326.91;9955.18;27455.86;22272.51;22695.01;22625.29;67592.8;1281;0;1308;2589;633146;824209;781174;2238529;1719262;1777231;1813032;5309525;165.06;170.14;174.5;169.9;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57937.2;0;2000-00-00 00:00:00;27028.72;44847.04;28/03/2022 18:55;64081.64;91039.47;28/03/2022 18:55
01/04/2022;00:26:00;126;127.58;124.4;125.99;0;2.074;2.327;2.103;2.168;174.56;174.81;179.12;176.16;2.71;3.479;3.764;3.486;3.577;60;60;60;60;-0.932;-0.913;-0.896;-0.916;-20550.29;-20391.79;-20041.1;-60983.17;7792.4;8915.22;9711.38;26419;21995.86;22298.5;22283.61;66577.96;1281;0;1308;2589;633292;824375;781355;2239022;1719673;1777645;1813449;5310767;166.6;171.3;175.68;171.19;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-58366.28;0;2000-00-00 00:00:00;27229.96;44847.04;28/03/2022 18:55;64556.97;91039.47;28/03/2022 18:55
01/04/2022;00:27:00;125.94;127.52;124.46;125.97;0;2.096;2.307;2.101;2.168;167.25;167.81;171.5;168.85;2.65;3.413;3.652;3.495;3.52;60.01;60.01;60.01;60.01;-0.937;-0.914;-0.898;-0.919;-19734.53;-19664.55;-19278.1;-58677.18;7338.47;8388.42;9154.8;24881.7;21066.24;21399.42;21350.07;63815.73;1281;0;1308;2589;633417;824522;781517;2239456;1720031;1778006;1813815;5311852;169.51;173.46;177.89;173.62;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-59164.71;0;2000-00-00 00:00:00;27638.97;44847.04;28/03/2022 18:55;65446.79;91039.47;28/03/2022 18:55
01/04/2022;00:28:00;126.59;128.01;124.91;126.51;0;2.084;2.353;2.142;2.193;162.32;163.58;167.64;164.51;2.72;3.518;3.931;3.53;3.66;60.01;60.01;60;60.01;-0.935;-0.913;-0.902;-0.917;-19237.53;-19127.6;-18883.98;-57249.12;7160.87;8345.3;8986.86;24493.04;20548.6;20931.14;20941.32;62421.06;1281;0;1308;2589;633541;824664;781674;2239879;1720383;1778362;1814173;5312918;169.87;173.2;177.87;173.65;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-59283.74;0;2000-00-00 00:00:00;27466.52;44847.04;28/03/2022 18:55;65485.75;91039.47;28/03/2022 18:55
01/04/2022;00:29:00;127.1;128.51;125.35;126.99;0;2.087;2.354;2.282;2.241;137.25;140.69;141.33;139.76;2.62;3.372;3.965;3.691;3.676;59.98;59.97;59.96;59.97;-0.923;-0.905;-0.897;-0.906;-16105.31;-16383.93;-15783.34;-48272.57;6753.02;7628.58;8038.03;22419.63;17449.59;18083.35;17720.38;53253.32;1281;0;1308;2589;633660;824803;781823;2240286;1720720;1778707;1814517;5313944;169.66;172.75;177.21;173.21;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-59282.62;0;2000-00-00 00:00:00;27145.76;44847.04;28/03/2022 18:55;65350.37;91039.47;28/03/2022 18:55
01/04/2022;00:30:00;127.1;128.82;125.25;127.06;0;2.177;2.342;2.165;2.228;138.47;142.01;144.19;141.56;2.74;3.985;4.383;3.975;4.115;59.98;59.99;59.98;59.98;-0.927;-0.908;-0.895;-0.911;-16346.83;-16584.97;-16200.07;-49131.88;6420.07;7637.97;7988.67;22046.71;17598.67;18294.31;18065.57;53958.55;1281;0;1308;2589;633766;824929;781951;2240646;1721006;1779007;1814812;5314825;168;171.11;175.39;171.5;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-58762.84;0;2000-00-00 00:00:00;26830.76;44847.04;28/03/2022 18:55;64744.96;91039.47;28/03/2022 18:55
01/04/2022;00:31:00;127.3;129.22;125.53;127.35;0;2.189;2.379;2.148;2.238;132.81;139.79;143.67;138.76;2.78;3.88;4.198;3.671;3.916;59.99;59.98;59.99;59.99;-0.93;-0.898;-0.898;-0.908;-15714.1;-16189.87;-16230.08;-48134.05;6085.99;7992.97;7845.95;21924.9;16904.04;18066.29;18037.57;53007.91;1281;0;1308;2589;633871;825054;782083;2241008;1721292;1779304;1815106;5315702;164.66;167.76;171.83;168.08;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-57712.59;0;2000-00-00 00:00:00;26196.47;44847.04;28/03/2022 18:55;63523.65;91039.47;28/03/2022 18:55
01/04/2022;00:32:00;125.99;127.48;123.8;125.76;0;2.17;2.224;2.068;2.154;161.91;161.56;169.97;164.48;2.78;3.484;4.111;3.478;3.691;59.93;59.94;59.92;59.93;-0.942;-0.908;-0.895;-0.913;-19137.47;-18692.23;-18824.89;-56654.59;6945.83;8610.35;9307.07;24863.25;20400.61;20602.74;21042.5;62045.85;1281;0;1308;2589;633981;825188;782229;2241398;1721616;1779632;1815438;5316686;162.13;165.09;169.21;165.48;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-56907.63;0;2000-00-00 00:00:00;25663.85;44847.04;28/03/2022 18:55;62578.88;91039.47;28/03/2022 18:55
01/04/2022;00:33:00;127.35;128.91;124.74;127;0;2.285;2.103;2.021;2.136;138.7;140.05;146.96;141.9;2.76;3.749;4.459;3.888;4.032;60.03;60.03;60.03;60.03;-0.941;-0.904;-0.898;-0.914;-16667.53;-16324.16;-16422.08;-49413.77;5952.56;7627.33;8146.15;21726.04;17668.63;18050.89;18339.16;54058.68;1281;0;1308;2589;634083;825318;782366;2241767;1721917;1779940;1815750;5317607;159.69;162.38;166.46;162.84;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-56115;0;2000-00-00 00:00:00;25072.1;44847.04;28/03/2022 18:55;61614.29;91039.47;28/03/2022 18:55
01/04/2022;00:34:00;127.14;128.47;124.7;126.77;0;2.202;2.064;2.081;2.116;137.29;140.87;146.32;141.49;3.07;3.33;4.234;3.462;3.675;59.98;59.99;59.97;59.98;-0.937;-0.907;-0.904;-0.915;-16368.78;-16373.74;-16459.92;-49202.45;5945.09;7644.77;7836.96;21426.82;17453.51;18097.19;18245.77;53796.46;1281;0;1308;2589;634184;825445;782502;2242131;1722210;1780243;1816058;5318511;158;160.65;164.79;161.15;242.96;28/03/2022 18:55;237.67;28/03/2022 18:55;259.57;28/03/2022 18:55;246.73;28/03/2022 18:55;-55583.79;0;2000-00-00 00:00:00;24749.03;44847.04;28/03/2022 18:55;60996.71;91039.47;28/03/2022 18:55
